Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360
Product B,Female,Location 25,Region 3,16600,2/15/2015,2000,40,365,2980,4070,11050,Blocked
Product A,Female,Location 60,Region 3,22250,5/28/2015,4000,50,365,4200,5450,8900,Blocked
Product B,Male,Location 47,Region 7,16600,8/28/2014,2000,40,365,3010,3610,4680,Blocked
Product B,Male,Location 44,Region 1,16600,4/24/2014,2000,40,365,3421,3721,4161,Blocked
Product B,Male,Location 6,Region 1,16600,5/10/2014,2000,40,365,2001,2001,2001,Blocked
Product C,Female,Location 622,Region 6,15600,3/4/2013,1000,40,365,2380,3380,11220,Blocked
Product B,Female,Location 44,Region 1,16600,11/17/2014,2000,40,365,2961,3961,9881,Blocked
Product A,Female,Location 32,Region 6,19250,1/1/2016,1000,50,365,500,1099,2099,Blocked
Product B,Female,Location 6,Region 1,16600,7/6/2014,2000,40,365,2001,2001,2001,Blocked
Product B,Male,Location 271,Region 6,16600,5/1/2014,2000,40,365,3250,3250,3250,Blocked
Product B,Female,Location 66,Region 2,16600,5/23/2014,2000,40,365,2701,4101,5501,Blocked
Product C,Female,Location 624,Region 8,15600,5/17/2012,1000,40,365,1615,2505,5418,Blocked
Product C,NotSpecified,Location 595,Region 2,15600,2/18/2013,1000,40,365,2040,2640,6300,Blocked
Product B,Male,Location 302,Region 6,16600,5/27/2014,2000,40,365,2751,3221,3961,Blocked
Product A,Female,Location 6,Region 1,20250,1/22/2016,2000,50,365,1551,3001,10201,Blocked
Product E,Male,Location 91,Region 6,54625,4/7/2016,9000,125,365,15301,17001,26126,Blocked
Product B,Male,Location 32,Region 6,16600,6/19/2014,2000,40,365,3401,3401,3401,Blocked
Product A,Female,Location 6,Region 1,22250,8/26/2015,4000,50,365,4200,4800,6700,Blocked
Product B,Male,Location 94,Region 6,16600,11/30/2014,2000,40,365,2801,3701,4781,Blocked
Product B,Male,Location 13,Region 6,16600,8/16/2014,2000,40,365,3201,5501,5501,Blocked
Product B,Female,Location 45,Region 3,16600,1/17/2015,2000,40,365,2881,3761,9321,Blocked
Product B,Male,Location 73,Region 4,16600,11/14/2014,2000,40,365,3080,3560,4020,Blocked
Product B,Male,Location 3,Region 3,16600,2/26/2015,2000,40,365,4451,4451,5991,Blocked
Product B,Female,Location 25,Region 3,16600,1/25/2015,2000,40,365,4081,4521,7891,Blocked
Product B,Male,Location 405,Region 1,16600,3/20/2014,2000,40,365,3400,4600,10700,Blocked
Product B,Male,Location 95,Region 6,16600,7/20/2014,2000,40,365,2880,3640,4920,Blocked
Product C,Female,Location 633,Region 8,15600,1/22/2013,1000,40,365,2050,3700,7500,Blocked
Product B,Male,Location 30,Region 2,16600,3/31/2015,2000,40,365,4801,4801,10201,Blocked
Product D,Male,Location 126,Region 2,20250,5/30/2013,2000,50,365,3449,4852,9902,Blocked
Product D,Male,Location 171,Region 5,20250,4/6/2013,2000,50,365,2701,4251,9301,Blocked
Product B,Male,Location 614,Region 6,16600,8/23/2014,2000,40,365,2501,3701,4541,Blocked
Product B,Female,Location 61,Region 2,16600,4/1/2014,2000,40,365,3401,3641,5021,Blocked
Product B,Male,Location 35,Region 6,16600,8/3/2014,2000,40,365,3401,4601,7741,Blocked
Product D,Male,Location 82,Region 7,20250,12/27/2013,2000,50,365,5101,5801,10751,Blocked
Product C,NotSpecified,Location 636,Region 6,15600,6/30/2012,1000,40,365,2200,3400,6180,Blocked
Product B,Male,Location 28,Region 7,16600,1/17/2015,2000,40,365,2801,3001,3121,Blocked
Product B,Female,Location 57,Region 6,16600,4/19/2014,2000,40,365,2670,2870,3670,Blocked
Product D,Female,Location 41,Region 1,20250,4/10/2013,2000,50,365,3461,4761,16731,Blocked
Product B,Male,Location 23,Region 4,16600,3/17/2014,2000,40,365,3300,3980,7280,Blocked
Product B,Male,Location 60,Region 3,16600,4/13/2014,2000,40,365,3201,4151,7031,Blocked
Product A,Male,Location 53,Region 6,19250,12/17/2015,1000,50,365,780,2120,3740,Blocked
Product B,Female,Location 723,Region 3,16600,3/3/2014,2000,40,365,3101,4061,7821,Blocked
Product B,Female,Location 37,Region 4,16600,1/25/2015,2000,40,365,3081,4361,9044,Blocked
Product D,Male,Location 265,Region 4,20250,3/29/2013,2000,50,365,3251,4701,4901,Blocked
Product B,Male,Location 58,Region 6,16600,2/17/2015,2000,40,365,3081,3801,6161,Blocked
Product D,Male,Location 547,Region 2,20250,5/15/2013,2000,50,365,2901,2901,2901,Blocked
Product B,Male,Location 44,Region 1,16600,5/20/2014,2000,40,365,3390,4270,4270,Blocked
Product D,Male,Location 12,Region 6,20250,11/1/2013,2000,50,365,3751,4751,9401,Blocked
Product A,Male,Location 60,Region 3,22250,2/18/2016,4000,50,365,4600,5300,7600,Blocked
Product D,Male,Location 727,Region 6,20250,10/6/2013,2000,50,365,3301,4501,12651,Blocked
Product C,NotSpecified,Location 235,Region 5,15600,3/2/2013,1000,40,365,1960,2440,2440,Blocked
Product A,Female,Location 39,Region 6,22250,6/20/2015,4000,50,365,5030,5530,7220,Blocked
Product A,Male,Location 50,Region 1,20250,7/16/2016,2000,50,365,1681,3081,7071,Blocked
Product A,Male,Location 53,Region 6,22250,6/5/2015,4000,50,365,5600,7100,15650,Blocked
Product A,Female,Location 25,Region 3,19250,5/29/2016,1000,50,365,-2700,-2400,-2400,Blocked
Product B,Female,Location 8,Region 2,16600,2/4/2015,2000,40,365,2440,2540,3480,Blocked
Product B,Male,Location 29,Region 1,16600,2/17/2015,2000,40,365,2660,3100,3700,Blocked
Product B,Female,Location 46,Region 2,16600,4/20/2015,2000,40,365,2201,2701,2841,Blocked
Product D,Male,Location 579,Region 1,20250,5/23/2013,2000,50,365,3551,4751,6401,Blocked
Product A,Female,Location 9,Region 6,19250,2/6/2016,1000,50,365,-2400,-1900,0,Blocked
Product A,Male,Location 22,Region 6,19250,1/30/2016,1000,50,365,-2550,-2200,-2200,Blocked
Product A,Female,Location 25,Region 3,22250,7/31/2015,4000,50,365,5600,6950,16150,Blocked
Product B,Male,Location 50,Region 1,16600,3/23/2015,2000,40,365,3001,3601,7241,Blocked
Product B,Male,Location 62,Region 3,16600,4/17/2015,2000,40,365,2401,2581,2781,Blocked
Product C,NotSpecified,Location 194,Region 4,15600,10/26/2012,1000,40,365,2020,2780,6900,Blocked
Product B,Male,Location 94,Region 6,16600,12/12/2014,2000,40,365,3001,3861,9241,Blocked
Product B,Female,Location 3,Region 3,16600,8/22/2014,2000,40,365,2501,2501,2501,Blocked
Product B,Female,Location 6,Region 1,16600,1/17/2014,2000,40,365,2501,2501,3981,Blocked
Product B,Female,Location 176,Region 6,16600,4/29/2014,2000,40,365,3201,4241,9417,Blocked
Product A,Female,Location 60,Region 3,22250,7/25/2015,4000,50,365,4810,5210,6450,Blocked
Product A,Male,Location 6,Region 1,20250,1/23/2016,2000,50,365,1551,2501,5901,Blocked
Product A,Male,Location 26,Region 3,20250,12/13/2015,2000,50,365,1551,3101,6051,Blocked
Product A,Male,Location 70,Region 7,19250,10/5/2015,1000,50,365,330,580,1430,Blocked
Product B,Male,Location 44,Region 1,16600,3/6/2014,2000,40,365,3831,4731,4731,Blocked
Product A,Male,Location 6,Region 1,19250,6/2/2016,1000,50,365,-1750,-1550,-1550,Blocked
Product B,Male,Location 62,Region 3,16600,5/6/2015,2000,40,365,3041,4121,12281,Blocked
Product A,Male,Location 8,Region 2,22250,6/29/2015,4000,50,365,5150,6050,8650,Blocked
Product A,Male,Location 6,Region 1,22250,8/20/2015,4000,50,365,4100,4100,4100,Blocked
Product D,Male,Location 732,Region 2,20250,10/16/2013,2000,50,365,3350,3680,3680,Blocked
Product A,Female,Location 61,Region 2,22250,5/22/2015,4000,50,365,4970,5270,5990,Blocked
Product B,Male,Location 95,Region 6,16600,8/10/2014,2000,40,365,2081,2081,2081,Blocked
Product C,Male,Location 231,Region 3,15600,3/16/2013,1000,40,365,2200,2850,4050,Blocked
Product B,Female,Location 84,Region 3,16600,3/29/2015,2000,40,365,2481,2861,3981,Blocked
Product B,Male,Location 70,Region 7,16600,11/11/2014,2000,40,365,2851,3611,5831,Blocked
Product D,Male,Location 329,Region 7,20250,10/5/2013,2000,50,365,3450,4450,6700,Blocked
Product B,Male,Location 26,Region 3,16600,10/18/2014,2000,40,365,2401,3401,6181,Blocked
Product C,NotSpecified,Location 51,Region 8,15600,2/18/2013,1000,40,365,1620,1620,1860,Blocked
Product B,Male,Location 23,Region 4,16600,7/5/2014,2000,40,365,2721,3161,4821,Blocked
Product B,Female,Location 82,Region 7,16600,5/17/2014,2000,40,365,3401,4361,7161,Blocked
Product B,Male,Location 58,Region 6,16600,6/21/2014,2000,40,365,3301,3301,3301,Blocked
Product D,Male,Location 403,Region 1,16600,2/10/2014,2000,40,365,3161,3741,6651,Blocked
Product B,Female,Location 50,Region 1,16600,3/1/2015,2000,40,365,2801,3161,4801,Blocked
Product B,Male,Location 6,Region 1,16600,12/26/2014,2000,40,365,2201,2521,5061,Blocked
Product B,Male,Location 332,Region 6,16600,12/23/2014,2000,40,365,3101,3501,5301,Blocked
Product B,Female,Location 25,Region 3,16600,5/2/2015,2000,40,365,2981,4281,7621,Blocked
Product A,Male,Location 142,Region 6,22250,8/1/2015,4000,50,365,4900,4900,4900,Blocked
Product C,NotSpecified,Location 253,Region 6,15600,2/16/2013,1000,40,365,2240,3160,8580,Blocked
Product A,Male,Location 19,Region 2,22250,7/30/2015,4000,50,365,4935,4935,4935,Blocked
Product C,Female,Location 735,Region 2,15600,10/30/2012,1000,40,365,1760,2410,4000,Blocked
Product B,Male,Location 22,Region 6,16600,3/8/2015,2000,40,365,2800,3140,3320,Blocked
Product A,Male,Location 46,Region 2,20250,7/21/2016,2000,50,365,1231,1651,2571,Blocked
Product A,Female,Location 44,Region 1,20250,12/19/2015,2000,50,365,1770,1990,2240,Blocked
Product A,Male,Location 17,Region 3,19250,12/26/2015,1000,50,365,730,1490,2040,Blocked
Product B,Female,Location 18,Region 7,16600,6/14/2014,2000,40,365,4201,6201,8201,Blocked
Product C,NotSpecified,Location 513,Region 5,15600,1/12/2013,1000,40,365,1300,1300,2140,Blocked
Product B,Male,Location 32,Region 6,16600,4/9/2015,2000,40,365,2001,2001,2001,Blocked
Product B,Male,Location 29,Region 1,16600,4/27/2014,2000,40,365,3080,3960,5720,Blocked
Product B,Male,Location 95,Region 6,16600,11/24/2014,2000,40,365,4601,4601,7671,Blocked
Product C,NotSpecified,Location 153,Region 6,15600,2/7/2013,1000,40,365,2200,3400,9400,Blocked
Product B,Male,Location 108,Region 6,16600,6/1/2015,2000,40,365,3201,4466,12466,Blocked
Product D,Male,Location 543,Region 1,20250,11/3/2013,2000,50,365,3300,4500,8300,Blocked
Product B,Female,Location 12,Region 6,16600,3/29/2014,2000,40,365,3151,4351,11071,Blocked
Product B,Male,Location 23,Region 4,16600,11/3/2014,2000,40,365,3120,4280,8740,Blocked
Product B,Male,Location 737,Region 1,16600,4/25/2014,2000,40,365,5601,6601,13401,Blocked
Product A,Male,Location 25,Region 3,20250,1/16/2016,2000,50,365,501,851,1751,Blocked
Product A,Female,Location 57,Region 6,19250,1/29/2016,1000,50,365,300,1450,4700,Blocked
Product B,Male,Location 165,Region 2,16600,3/21/2014,2000,40,365,2001,2001,2001,Blocked
Product B,Male,Location 91,Region 6,16600,4/16/2015,2000,40,365,3241,4501,10321,Blocked
Product B,Male,Location 45,Region 3,16600,3/29/2015,2000,40,365,4201,4241,5261,Blocked
Product B,Male,Location 62,Region 3,16600,2/9/2015,2000,40,365,3141,4001,6461,Blocked
Product A,Female,Location 29,Region 1,22250,4/2/2016,4000,50,365,5200,6150,11550,Blocked
Product B,Male,Location 44,Region 1,16600,3/22/2014,2000,40,365,2921,4151,7040,Blocked
Product B,Male,Location 21,Region 7,16600,10/15/2014,2000,40,365,3400,3600,4240,Blocked
Product B,Male,Location 261,Region 1,16600,1/7/2015,2000,40,365,3140,4280,12135,Blocked
Product B,Male,Location 19,Region 2,16600,5/17/2015,2000,40,365,3081,3081,4981,Blocked
Product B,Male,Location 806,Region 6,16600,6/17/2014,2000,40,365,3401,4601,4601,Blocked
Product B,Male,Location 58,Region 6,16600,3/9/2014,2000,40,365,3161,4081,6301,Blocked
Product A,Female,Location 17,Region 3,22250,9/1/2015,4000,50,365,7000,7300,7800,Blocked
Product A,Male,Location 28,Region 7,22250,6/28/2015,4000,50,365,4760,5850,9690,Blocked
Product B,Male,Location 50,Region 1,16600,7/19/2014,2000,40,365,2401,3081,6741,Blocked
Product A,Male,Location 46,Region 2,20250,12/16/2015,2000,50,365,1376,2026,4226,Blocked
Product B,Male,Location 44,Region 1,16600,1/10/2015,2000,40,365,3401,4601,8711,Blocked
Product A,Male,Location 26,Region 3,22250,6/24/2015,4000,50,365,5700,7200,14250,Blocked
Product B,Female,Location 28,Region 7,16600,12/5/2014,2000,40,365,4201,4201,6181,Blocked
Product B,Male,Location 420,Region 1,16600,6/1/2014,2000,40,365,2841,3381,3971,Blocked
Product A,Female,Location 46,Region 2,22250,8/24/2015,4000,50,365,5000,5600,5750,Blocked
Product A,Female,Location 69,Region 6,19250,11/9/2015,1000,50,365,1900,3580,3580,Blocked
Product A,Female,Location 62,Region 3,20250,12/27/2015,2000,50,365,701,801,4101,Blocked
Product A,Male,Location 108,Region 6,22250,7/15/2015,4000,50,365,4050,4800,8050,Blocked
Product B,Female,Location 21,Region 7,16600,12/21/2014,2000,40,365,3471,4671,5501,Blocked
Product D,Male,Location 352,Region 1,20250,4/29/2013,2000,50,365,3369,4672,6459,Blocked
Product D,Male,Location 57,Region 6,20250,9/28/2013,2000,50,365,3401,4151,6401,Blocked
Product A,Female,Location 8,Region 2,22250,8/27/2015,4000,50,365,5500,7500,22250,Finished Payment
Product B,Female,Location 9,Region 6,16600,7/18/2014,2000,40,365,4351,7351,16600,Finished Payment
Product B,Female,Location 14,Region 3,16600,3/2/2014,2000,40,365,3700,5000,16600,Finished Payment
Product A,Female,Location 18,Region 7,22250,8/2/2015,4000,50,365,6500,8000,22250,Finished Payment
Product B,Female,Location 21,Region 7,16600,10/5/2014,2000,40,365,4600,5800,16600,Finished Payment
Product A,Male,Location 26,Region 3,22250,10/30/2015,4000,50,365,5450,6900,22250,Finished Payment
Product C,NotSpecified,Location 36,Region 2,15600,2/27/2012,1000,40,365,2400,3600,15600,Finished Payment
Product B,Male,Location 48,Region 6,16600,4/18/2015,2000,40,365,3401,4601,16600,Finished Payment
Product A,Male,Location 10,Region 2,22250,5/31/2015,4000,50,365,5500,7100,22250,Finished Payment
Product B,Male,Location 49,Region 6,16600,11/27/2014,2000,40,365,3400,4880,16600,Finished Payment
Product C,Female,Location 55,Region 9,15600,12/6/2012,1000,40,365,3400,4600,15600,Finished Payment
Product B,Male,Location 11,Region 3,16600,10/31/2014,2000,40,365,6351,8051,16600,Finished Payment
Product B,Female,Location 63,Region 6,16600,6/14/2014,2000,40,365,4321,4521,16600,Finished Payment
Product C,Male,Location 34,Region 1,15600,8/11/2012,1000,40,365,2200,3700,15600,Finished Payment
Product A,Male,Location 61,Region 2,22250,11/19/2015,4000,50,365,5400,6800,22250,Finished Payment
Product B,Male,Location 69,Region 6,16600,6/25/2014,2000,40,365,6201,10801,16600,Finished Payment
Product B,Female,Location 71,Region 3,16600,2/6/2014,2000,40,365,3800,5800,16600,Finished Payment
Product C,NotSpecified,Location 74,Region 6,15600,11/8/2012,1000,40,365,2200,3600,15600,Finished Payment
Product D,Male,Location 83,Region 2,20250,5/6/2013,2000,50,365,4901,5951,20250,Finished Payment
Product C,Female,Location 41,Region 1,15600,2/8/2013,1000,40,365,2280,3340,15600,Finished Payment
Product C,Female,Location 34,Region 1,15600,10/15/2012,1000,40,365,2280,3480,15600,Finished Payment
Product C,Male,Location 92,Region 6,15600,3/25/2013,1000,40,365,3800,4500,15600,Finished Payment
Product D,Male,Location 93,Region 1,20250,4/10/2013,2000,50,365,4100,4900,20250,Finished Payment
Product D,Female,Location 17,Region 3,20250,8/16/2013,2000,50,365,6271,16271,20250,Finished Payment
Product D,Male,Location 6,Region 1,20250,8/9/2013,2000,50,365,3500,5000,20250,Finished Payment
Product D,Male,Location 100,Region 11,20250,9/8/2013,2000,50,365,5150,5650,20250,Finished Payment
Product B,Male,Location 28,Region 7,16600,2/2/2015,2000,40,365,3081,4441,16600,Finished Payment
Product A,Male,Location 8,Region 2,19250,12/21/2015,1000,50,365,1350,2100,19250,Finished Payment
Product D,Male,Location 103,Region 1,20250,6/18/2013,2000,50,365,3300,4850,20250,Finished Payment
Product D,Male,Location 104,Region 7,20250,8/31/2013,2000,50,365,5250,9750,20250,Finished Payment
Product B,Male,Location 49,Region 6,16600,1/13/2015,2000,40,365,3401,6401,16600,Finished Payment
Product A,Male,Location 39,Region 6,22250,10/10/2015,4000,50,365,5500,7000,22250,Finished Payment
Product A,Female,Location 8,Region 2,22250,7/16/2015,4000,50,365,5500,6950,22250,Finished Payment
Product B,Male,Location 30,Region 2,16600,11/23/2014,2000,40,365,3400,4600,16600,Finished Payment
Product D,Male,Location 116,Region 5,20250,4/26/2013,2000,50,365,4051,5051,20250,Finished Payment
Product C,Male,Location 119,Region 3,15600,2/11/2013,1000,40,365,2120,3320,15600,Finished Payment
Product B,Male,Location 120,Region 6,16600,2/6/2014,2000,40,365,3401,4601,16600,Finished Payment
Product C,Female,Location 121,Region 8,15600,9/28/2012,1000,40,365,4200,6200,15600,Finished Payment
Product A,Male,Location 67,Region 1,22250,5/15/2015,4000,50,365,5800,7250,22250,Finished Payment
Product D,Female,Location 56,Region 3,20250,9/25/2013,2000,50,365,3401,4901,20250,Finished Payment
Product C,Female,Location 129,Region 13,13775,6/1/2014,1000,35,365,2425,3720,13775,Finished Payment
Product B,Male,Location 50,Region 1,16600,5/12/2014,2000,40,365,3401,4601,16600,Finished Payment
Product C,NotSpecified,Location 134,Region 6,15600,2/4/2013,1000,40,365,2640,3420,15600,Finished Payment
Product A,Male,Location 91,Region 6,22250,6/25/2016,4000,50,365,5450,6920,22250,Finished Payment
Product A,Male,Location 39,Region 6,22250,1/5/2016,4000,50,365,6600,6900,22250,Finished Payment
Product A,Male,Location 13,Region 6,22250,3/29/2016,4000,50,365,9650,9650,22250,Finished Payment
Product B,Female,Location 9,Region 6,16600,9/12/2014,2000,40,365,3701,3701,16600,Finished Payment
Product B,Male,Location 48,Region 6,16600,2/9/2015,2000,40,365,3401,4601,16600,Finished Payment
Product B,Male,Location 6,Region 1,16600,3/5/2014,2000,40,365,3400,4600,16600,Finished Payment
Product B,Male,Location 62,Region 3,16600,3/1/2014,2000,40,365,3501,4501,16600,Finished Payment
Product B,Male,Location 23,Region 4,16600,6/14/2014,2000,40,365,10201,10201,16600,Finished Payment
Product A,Male,Location 44,Region 1,22250,3/24/2016,4000,50,365,5550,7200,22250,Finished Payment
Product B,Male,Location 144,Region 1,16600,6/5/2014,2000,40,365,6201,6201,16600,Finished Payment
Product A,Female,Location 48,Region 6,22250,11/10/2015,4000,50,365,5600,8600,22250,Finished Payment
Product D,Male,Location 146,Region 6,20250,11/21/2013,2000,50,365,6501,7851,20250,Finished Payment
Product D,Male,Location 134,Region 6,20250,12/9/2013,2000,50,365,7381,8831,20250,Finished Payment
Product B,Female,Location 60,Region 3,16600,3/1/2015,2000,40,365,3301,4421,16600,Finished Payment
Product B,Female,Location 147,Region 2,16600,12/18/2014,2000,40,365,2640,3074,16600,Finished Payment
Product B,Female,Location 17,Region 3,16600,6/26/2014,2000,40,365,4601,5801,16600,Finished Payment
Product A,Male,Location 113,Region 3,22250,2/18/2016,4000,50,365,7050,7500,22250,Finished Payment
Product B,Female,Location 25,Region 3,16600,1/27/2015,2000,40,365,3401,5901,16600,Finished Payment
Product D,Male,Location 61,Region 2,20250,9/1/2013,2000,50,365,4110,5360,20250,Finished Payment
Product C,Male,Location 150,Region 6,15600,12/1/2013,1000,40,365,10400,10400,15600,Finished Payment
Product C,NotSpecified,Location 151,Region 2,15600,10/8/2012,1000,40,365,2480,3520,15600,Finished Payment
Product B,Female,Location 154,Region 2,16600,8/7/2015,2000,40,365,3400,4320,16600,Finished Payment
Product A,Female,Location 111,Region 6,19250,10/21/2015,1000,50,365,1250,3750,19250,Finished Payment
Product A,Male,Location 61,Region 2,22250,5/30/2016,4000,50,365,5500,8050,22250,Finished Payment
Product B,Male,Location 94,Region 6,16600,10/13/2014,2000,40,365,5201,6401,16600,Finished Payment
Product A,Female,Location 142,Region 6,22250,7/9/2015,4000,50,365,10500,10500,22250,Finished Payment
Product C,NotSpecified,Location 161,Region 3,15600,7/22/2012,1000,40,365,2320,3320,15600,Finished Payment
Product A,Male,Location 163,Region 14,22250,3/25/2016,4000,50,365,5350,6750,22250,Finished Payment
Product C,NotSpecified,Location 164,Region 5,15600,6/26/2012,1000,40,365,2140,3740,15600,Finished Payment
Product B,Female,Location 45,Region 3,16600,2/20/2014,2000,40,365,3600,5500,16600,Finished Payment
Product B,Female,Location 9,Region 6,16600,5/6/2014,2000,40,365,3401,4601,16600,Finished Payment
Product A,Female,Location 4,Region 4,22250,6/22/2015,4000,50,365,6000,8030,22250,Finished Payment
Product B,Male,Location 140,Region 6,16600,10/20/2014,2000,40,365,8201,8201,16600,Finished Payment
Product B,Male,Location 95,Region 6,16600,6/13/2014,2000,40,365,3400,4600,16600,Finished Payment
Product C,NotSpecified,Location 170,Region 6,15600,12/15/2012,1000,40,365,2200,4600,15600,Finished Payment
Product A,Male,Location 3,Region 3,22250,5/20/2016,4000,50,365,6100,7150,22250,Finished Payment
Product B,Female,Location 32,Region 6,16600,1/1/2015,2000,40,365,4001,4451,16600,Finished Payment
Product C,NotSpecified,Location 176,Region 6,15600,10/18/2012,1000,40,365,2200,3400,15600,Finished Payment
Product D,Male,Location 179,Region 6,20250,5/10/2013,2000,50,365,3701,4901,20250,Finished Payment
Product D,Male,Location 54,Region 4,20250,1/10/2014,2000,50,365,6030,7470,20250,Finished Payment
Product A,Male,Location 94,Region 6,22250,7/21/2015,4000,50,365,5660,6760,22250,Finished Payment
Product B,Male,Location 2,Region 2,16600,3/19/2014,2000,40,365,4201,5201,16600,Finished Payment
Product C,NotSpecified,Location 183,Region 2,15600,6/14/2012,1000,40,365,4000,4000,15600,Finished Payment
Product D,Male,Location 190,Region 12,20250,10/6/2013,2000,50,365,7251,7251,20250,Finished Payment
Product B,Male,Location 67,Region 1,16600,4/11/2015,2000,40,365,4600,5800,16600,Finished Payment
Product C,NotSpecified,Location 191,Region 6,15600,2/8/2013,1000,40,365,1960,2920,15600,Finished Payment
Product A,Male,Location 10,Region 2,22250,6/18/2015,4000,50,365,5600,8080,22250,Finished Payment
Product B,Male,Location 58,Region 6,16600,6/3/2014,2000,40,365,3000,4360,16600,Finished Payment
Product B,Male,Location 73,Region 4,16600,4/21/2015,2000,40,365,3401,4601,16600,Finished Payment
Product B,Male,Location 42,Region 4,16600,8/3/2014,2000,40,365,3400,4600,16600,Finished Payment
Product B,Female,Location 25,Region 3,16600,10/11/2014,2000,40,365,3280,4320,16600,Finished Payment
Product C,Male,Location 202,Region 13,13775,12/27/2013,1000,35,365,2330,3510,13775,Finished Payment
Product D,Female,Location 205,Region 6,20250,9/20/2013,2000,50,365,3751,6201,20250,Finished Payment
Product B,Male,Location 47,Region 7,16600,5/6/2014,2000,40,365,4600,4600,16600,Finished Payment
Product B,Male,Location 94,Region 6,16600,12/28/2014,2000,40,365,3700,4900,16600,Finished Payment
Product D,Male,Location 50,Region 1,20250,12/18/2013,2000,50,365,6050,7600,20250,Finished Payment
Product D,Male,Location 210,Region 4,20250,10/20/2013,2000,50,365,4300,6300,20250,Finished Payment
Product B,Male,Location 23,Region 4,16600,6/11/2014,2000,40,365,4900,6400,16600,Finished Payment
Product C,Male,Location 211,Region 6,15600,4/30/2013,1000,40,365,2200,5400,15600,Finished Payment
Product C,NotSpecified,Location 213,Region 5,15600,2/1/2013,1000,40,365,2700,3500,15600,Finished Payment
Product A,Female,Location 108,Region 6,22250,7/20/2015,4000,50,365,10500,11250,22250,Finished Payment
Product D,Male,Location 214,Region 15,20250,9/3/2013,2000,50,365,4000,5300,20250,Finished Payment
Product B,Male,Location 149,Region 1,16600,3/30/2015,2000,40,365,3401,4601,16600,Finished Payment
Product C,Male,Location 215,Region 6,15600,11/17/2012,1000,40,365,2200,8200,15600,Finished Payment
Product B,Female,Location 39,Region 6,16600,1/17/2015,2000,40,365,3761,4561,16600,Finished Payment
Product B,Female,Location 21,Region 7,16600,10/19/2014,2000,40,365,3200,4280,16600,Finished Payment
Product D,Male,Location 144,Region 1,20250,3/21/2013,2000,50,365,3350,5350,20250,Finished Payment
Product A,Female,Location 94,Region 6,22250,4/10/2016,4000,50,365,5250,6900,22250,Finished Payment
Product B,Male,Location 171,Region 5,16600,5/18/2014,2000,40,365,3401,5801,16600,Finished Payment
Product A,Female,Location 113,Region 3,19250,2/21/2016,1000,50,365,-1650,0,19250,Finished Payment
Product D,Male,Location 144,Region 1,20250,7/25/2013,2000,50,365,3450,5000,20250,Finished Payment
Product B,Male,Location 13,Region 6,16600,4/9/2015,2000,40,365,3401,4601,16600,Finished Payment
Product A,Male,Location 19,Region 2,22250,10/23/2015,4000,50,365,6250,6500,22250,Finished Payment
Product C,NotSpecified,Location 223,Region 9,15600,1/22/2013,1000,40,365,2200,4200,15600,Finished Payment
Product C,NotSpecified,Location 56,Region 3,15600,1/22/2013,1000,40,365,2400,5240,15600,Finished Payment
Product A,Male,Location 84,Region 3,22250,8/29/2015,4000,50,365,6000,7000,22250,Finished Payment
Product D,Male,Location 227,Region 1,20250,4/28/2013,2000,50,365,3851,5001,20250,Finished Payment
Product B,Male,Location 18,Region 7,16600,4/17/2015,2000,40,365,3401,3401,16600,Finished Payment
Product B,Male,Location 111,Region 6,16600,4/23/2015,2000,40,365,3401,4761,16600,Finished Payment
Product B,Male,Location 44,Region 1,16600,7/18/2014,2000,40,365,4601,5801,16600,Finished Payment
Product D,Male,Location 126,Region 2,20250,9/30/2013,2000,50,365,3850,5050,20250,Finished Payment
Product C,Female,Location 140,Region 6,15600,10/14/2012,1000,40,365,4700,6700,15600,Finished Payment
Product B,Male,Location 25,Region 3,16600,3/19/2014,2000,40,365,3400,4600,16600,Finished Payment
Product B,Male,Location 44,Region 1,16600,4/17/2014,2000,40,365,3401,4601,16600,Finished Payment
Product A,Male,Location 39,Region 6,22250,6/9/2015,4000,50,365,6000,7000,22250,Finished Payment
Product C,Male,Location 232,Region 5,15600,7/7/2012,1000,40,365,3305,3305,15600,Finished Payment
Product A,Female,Location 63,Region 6,22250,3/23/2016,4000,50,365,6250,8250,22250,Finished Payment
Product D,Male,Location 236,Region 4,20250,7/30/2013,2000,50,365,5750,6250,20250,Finished Payment
Product B,Female,Location 113,Region 3,16600,5/18/2014,2000,40,365,3520,4880,16600,Finished Payment
Product B,Male,Location 13,Region 6,16600,8/19/2014,2000,40,365,4521,5721,16600,Finished Payment
Product B,Male,Location 218,Region 2,16600,2/26/2015,2000,40,365,4901,11001,16600,Finished Payment
Product B,Female,Location 27,Region 2,16600,6/7/2014,2000,40,365,7660,12160,16600,Finished Payment
Product A,Male,Location 111,Region 6,22250,5/31/2015,4000,50,365,9550,14250,22250,Finished Payment
Product C,NotSpecified,Location 241,Region 2,15600,12/26/2012,1000,40,365,2480,3680,15600,Finished Payment
Product B,Male,Location 10,Region 2,16600,3/28/2015,2000,40,365,3401,4601,16600,Finished Payment
Product B,Male,Location 37,Region 4,16600,2/12/2015,2000,40,365,3111,4291,16600,Finished Payment
Product B,Male,Location 245,Region 2,16600,3/17/2014,2000,40,365,3401,4601,16600,Finished Payment
